F32H2.5	FasN-1	K00665
C52D10.7	Skr-9	K03094
C52D10.8	Skr-13	K03094
C52D10.9	Skr-8	K03094
F44G3.6	Skr-3	K03094
F46A9.4	Skr-2	K03094
F46A9.5	Skr-1	K03094
F47H4.10	Skr-5	K03094
F54D10.1	Skr-15	K03094
F56B3.12	Skr-18	K03094
K08H2.1	Skr-21	K03094
R12H7.3	Skr-19	K03094
R12H7.5	Skr-20	K03094
Y105C5B.13	Skr-10	K03094
Y37H2C.2	Skr-6	K03094
Y47D7A.1	Skr-7	K03094
Y47D7A.8	Skr-14	K03094
Y60A3A.18	Skr-4	K03094
F35G12.9	Apc-11	K03358
K06H7.6	Apc-2	K03349
ZK1307.6	Fzr-1	K03364
W10C6.1	Mat-2	K03348
Y110A7A.17	Mat-1	K03350
Y66D12A.17	SucH-1	K03352
F10B5.6	Emb-27	K03353
F10C5.1	Mat-3	K03355
F15H10.3	Apc-10	K03357
K04C2.4	Brd-1	K10683
Y43C5A.6	Rad-51	K04482
F46E10.8	Ubh-1	K05609
Y40G12A.1	Ubh-3	K05609
Y40G12A.2	Ubh-2	K05609
C08B11.7	Ubh-4	K05610
F40F12.5	CylD-1	K08601
ZK328.1	Cyk-3	K11837
H19N07.2	MatH-33	K11838
C13B4.2	Usp-14	K11843
C25D7.8	OtuB-1	K09602
F28F8.6	Atx-3	K11863
K07D4.3	Rpn-11	K03030
T10F2.3	Ulp-1	K08592
Y38A8.3	Ulp-2	K08596
F46E10.8	Ubh-1	K05609
Y40G12A.1	Ubh-3	K05609
Y40G12A.2	Ubh-2	K05609
Y59A8A.1	Csn-1	K12175
B0025.2	Csn-2	K12176
Y38C1AA.2	Csn-3	K12177
Y55F3AM.15	Csn-4	K12178
B0547.1	Csn-5	K09613
Y67H2A.6	Csn-6	K12179
Y62E10A.5	Agt-1	K00567
Y56A3A.29	Ung-1	K03648
R10E4.5	Nth-1	K10773
R09B3.1	Exo-3	K10771
T05H10.2	Apn-1	K10771
W03D2.4	Pcn-1	K04802
Y47G6A.8	Crn-1	K04799
C29A12.3	Lig-1	K10747
E02H1.4	Pme-2	K10798
Y71F9AL.18	Pme-1	K10798
Y76B12C.2	Xpc-1	K10838
ZK20.3	Rad-23	K10839
ZK287.5	Rbx-1	K03868
F45E12.3	Cul-4	K10609
M18.5	Ddb-1	K10610
F36A4.7	Ama-1	K03006
C26E6.4	Rpb-2	K03010
C36B1.3	Rpb-3	K03011
F43E2.2	Rpb-4	K03012
H27M09.2	Rpb-5	K03013
C06A1.5	Rpb-6	K03014
Y54E10BR.6	Rpb-7	K03015
F26F4.11	Rpb-8	K03016
Y97E10AR.5	Rpb-9	K03017
Y37E3.3	Rpb-10	K03007
W01G7.3	Rpb-11	K03008
F23B2.13	Rpb-12	K03009
ZK287.5	Rbx-1	K03868
F45E12.3	Cul-4	K10609
M18.5	Ddb-1	K10610
F53H4.1	Csb-1	K10841
Y39G10AL.3	Cdk-7	K02202
Y49F6B.1	Cyh-1	K06634
F53G2.7	MnaT-1	K10842
F18A1.5	Rpa-1	K07466
M04F3.1	Rpa-2	K10739
K07G5.2	Xpa-1	K10847
F57B10.6	Xpg-1	K10846
C29A12.3	Lig-1	K10747
H26D21.2	Msh-2	K08735
Y47G6A.11	Msh-6	K08737
ZK1127.11	Him-14	K08740
F09E8.3	Msh-5	K08741
T28A8.7	Mlh-1	K08734
H12C20.2	Pms-2	K10858
F18A1.5	Rpa-1	K07466
M04F3.1	Rpa-2	K10739
C54G10.2	Rfc-1	K10754
F31E3.3	Rfc-4	K10755
F58F6.4	Rfc-2	K10755
C39E9.13	Rfc-3	K10756
F44B9.8	ArpA	K10756
W03D2.4	Pcn-1	K04802
C29A12.3	Lig-1	K10747
ZC302.1	Mre-11	K10865
T04H1.4	Rad-50	K10866
Y43C5A.6	Rad-51	K04482
W06D4.6	Rad-54	K10875
C27B7.4	Rad-26	K10876
F18C5.2	Wrn-1	K10900
T04A11.6	Him-6	K10901
E03A3.2	Rcq-5	K10902
T05E11.4	Spo-11	K10878
Y119D3B.15	Dss-1	K10881
C43E11.2	Mus-81	K08991
Y56A3A.27	Top-3	K03165
Y47D3A.4	Cku-70	K10884
R07E5.8	Cku-80	K10885
ZC302.1	Mre-11	K10865
T04H1.4	Rad-50	K10866
C07H6.1	Lig-4	K10777
Y41E3.9	Fcd-2	K10891
W02D3.10	FncI-1	K10895
F53A3.2	PolH-1	K03509
F22B7.6	PolK-1	K03511
ZK675.2	Rev-1	K03515
C35B1.1	Ubc-1	K10573
F39B2.2	Uev-1	K10704
Y54G2A.31	Ubc-13	K10580
H26D21.1	Hus-1	K10903
Y41C4A.14	Mrt-2	K02830
F32A11.2	Hpr-17	K06662
F31E3.3	Rfc-4	K10755
F58F6.4	Rfc-2	K10755
C39E9.13	Rfc-3	K10756
F44B9.8	ArpA	K10756
Y41C4A.14	Mrt-2	K02830
Y75B8A.22	Tim-1	K03155
Y48G1BL.2	Atm-1	K04728
Y39H10A.7	Chk-1	K02216
Y60A3A.12	Chk-2	K06641
K07A1.2	Dut-1	K01520
T23G5.1	Rnr-1	K10807
C03C10.3	Rnr-2	K10808
W03A3.2	PolQ-1	K02349
Y62E10A.5	Agt-1	K00567
Y56A3A.29	Ung-1	K03648
R10E4.5	Nth-1	K10773
K07A1.2	Dut-1	K01520
R12H7.2	Asp-4	K01379
F35H12.3	Sel-12	K04505
C18E3.8	Hop-1	K06060
ZK524.1	Spe-4	K06060
T05E11.5	Imp-2	K09595
C52E4.1	Cpr-1	K01363
F36D3.9	Cpr-2	K01363
F44C4.3	Cpr-4	K01363
T10H4.12	Cpr-3	K01363
W07B8.5	Cpr-5	K01363
F41E6.6	Tag-196	K01373
T03E6.7	Cpl-1	K01365
F32B5.8	Cpz-1	K08568
M04G12.2	Cpz-2	K08568
LLC1.1	Tra-3	K08574
T04A8.16	Clp-2	K08576
F46E10.8	Ubh-1	K05609
Y40G12A.1	Ubh-3	K05609
Y40G12A.2	Ubh-2	K05609
C08B11.7	Ubh-4	K05610
C48D1.2	Ced-3	K04489
Y73B6BL.7	Csp-2	K04489
ZK328.1	Cyk-3	K11837
C13B4.2	Usp-14	K11843
H19N07.2	MatH-33	K11838
D2085.1	Pyr-1	K11540
F25G6.6	Nrs-2	K01953
T10F2.3	Ulp-1	K08592
Y38A8.3	Ulp-2	K08596
Y47G6A.12	Sep-1	K02365
Y87G2A.3	Atg-4.1	K08342
B0432.2	Djr-1.1	K05687
C25D7.8	OtuB-1	K09602
F40F12.5	CylD-1	K08601
F28F8.6	Atx-3	K11863
K11D2.2	AsaH-1	K12348
ZC416.6	ProTease	K01254
F49E8.3	Pam-1	K08776
Y37E11B.4	Taf-2	K03128
C42D8.5	Acn-1	K01283
4R79.1	Nas-6	K08076
C05D11.6	Nas-4	K08076
C07D10.4	Nas-7	K08076
C24F3.3	Nas-12	K08076
C26C6.3	Nas-36	K08076
C34D4.9	Nas-8	K08076
C37H5.9	Nas-9	K08076
F09E8.6	Nas-14	K08076
F38E9.2	Nas-39	K08076
F39D8.4	Nas-13	K08076
F40E10.1	Hch-1	K08076
F42A10.8	Nas-28	K08076
F45G2.1	Nas-1	K08076
F46C5.3	Nas-25	K08076
F57C12.1	Nas-38	K08076
F58A6.4	Nas-29	K08076
K03B8.1	Nas-16	K08076
K03B8.2	Nas-17	K08076
K03B8.3	Nas-18	K08076
K03B8.5	Nas-19	K08076
K04E7.3	Nas-33	K08076
K06A4.1	Nas-3	K08076
K09C8.3	Nas-10	K08076
T02B11.7	Nas-32	K08076
T04G9.2	Nas-15	K08076
T11F9.3	Nas-20	K08076
T11F9.6	Nas-22	K08076
T23F4.4	Nas-27	K08076
T23H4.3	Nas-5	K08076
T24A11.3	Toh-1	K08076
Y95B8A.1	Nas-30	K08076
DY3.7	Sup-17	K06704
ZK154.7	Adm-4	K06059
F18A12.8	PepTidase	K01415
T05A8.4	Nep-2	K08635
F01D4.4	Egl-21	K01294
C02G6.1	PepTidase	K01408
C02G6.2	PepTidase	K01408
F44E7.4	PepTidase	K01408
Y71G12B.24	MppA-1	K01412
ZC410.2	MppB-1	K01412
ZK353.6	Lap-1	K01255
R11H6.1	Pes-9	K08660
Y116A8A.9	Map-2	K01265
Y37E11AL.7	Map-1	K01265
R119.2	PepTidase	K01262
W03G9.4	App-1	K01262
D2085.1	Pyr-1	K11540
Y47G6A.10	Spg-7	K08956
Y38F2AR.7	PpgN-1	K09552
C04F12.10	Fce-1	K06013
K07D4.3	Rpn-11	K03030
B0547.1	Csn-5	K09613
C51E3.7	Egl-3	K01360
R11E3.8	Dpf-5	K01303
ZK970.2	ClpP-1	K01358
C34B2.6	ProTease	K08675
C24H11.6	ImmP-1	K09647
Y55F3AM.8	ImmP-2	K09648
F26F4.3	Rom-1	K02857
Y54E10A.14	Rom-5	K09650
C15H11.7	Pas-1	K02730
D1054.2	Pas-2	K02726
Y110A7A.14	Pas-3	K02728
C36B1.4	Pas-4	K02731
F25H2.9	Pas-5	K02729
CD4.6	Pas-6	K02725
ZK945.2	Pas-7	K02727
K08D12.1	Pbs-1	K02738
C47B2.4	Pbs-2	K02739
Y38A8.2	Pbs-3	K02735
T20F5.2	Pbs-4	K02734
K05C4.1	Pbs-5	K02737
C02F5.9	Pbs-6	K02732
F39H11.5	Pbs-7	K02736
F48F5.5	Fce-2	K08658
F59E10.1	Orc-2	K02604
Y54E10A.15	Cdt-1	K10727
C43E11.10	Cdc-6	K02213
Y17G7B.5	Mcm-2	K02540
C25D7.6	Mcm-3	K02541
Y39G10AR.14	Mcm-4	K02212
R10E4.4	Mcm-5	K02209
ZK632.1	Mcm-6	K02542
F32D1.10	Mcm-7	K02210
C37A2.4	Cye-1	K06626
F37D6.1	Mus-101	K10728
R01H10.1	Div-1	K02321
F58A4.4	Pri-1	K02684
W02D9.1	Pri-2	K02685
F18A1.5	Rpa-1	K07466
M04F3.1	Rpa-2	K10739
C54G10.2	Rfc-1	K10754
F31E3.3	Rfc-4	K10755
F58F6.4	Rfc-2	K10755
C39E9.13	Rfc-3	K10756
F44B9.8	ArpA	K10756
C04F12.9	Rnh-1.3	K03469
F59A6.6	Rnh-1.0	K03469
T13H5.7	Rnh-2	K10743
W03D2.4	Pcn-1	K04802
F43G6.1	Dna-2	K10742
Y47G6A.8	Crn-1	K04799
C29A12.3	Lig-1	K10747
T06E6.2	Cyb-3	K05868
Y43E12A.1	Cyb-2.1	K05868
ZC168.4	Cyb-1	K05868
T05G5.3	Cdk-1	K02087
W08E3.1	Snr-2	K11086
T28D9.10	Snr-3	K11087
C52E4.3	Snr-4	K11096
Y116A8C.42	Snr-1	K11088
Y49E10.15	Snr-6	K11097
ZK652.1	Snr-5	K11098
Y71F9B.4	Snr-7	K11099
F31E3.3	Rfc-4	K10755
F58F6.4	Rfc-2	K10755
C39E9.13	Rfc-3	K10756
F44B9.8	ArpA	K10756
ZC302.1	Mre-11	K10865
T04H1.4	Rad-50	K10866
Y48G1BL.2	Atm-1	K04728
F18C5.2	Wrn-1	K10900
T04A11.6	Him-6	K10901
E02H1.4	Pme-2	K10798
Y71F9AL.18	Pme-1	K10798
F25H2.13	RteL-1	K11136
M01E5.5	Top-1	K03163
K12D12.1	Top-2	K03164
ZK1127.7	Cin-4	K03164
Y56A3A.27	Top-3	K03165
C04F12.9	Rnh-1.3	K03469
F59A6.6	Rnh-1.0	K03469
R74.3	Xbp-1	K09027
F29G9.4	Fos-1	K09031
Y41C4A.4	Crh-1	K09050
F45E6.2	Atf-6	K09054
T24B8.6	Hlh-3	K09067
T14F9.5	Lin-32	K09083
F38A6.3	Hif-1	K08268
F40G9.11	Mxl-2	K09113
T20B12.6	Mml-1	K09113
ZK1290.4	Nfi-1	K09172
F33H1.1	Daf-19	K09173
K06A1.1	AptF-1	K09180
C01H6.5	Nhr-23	K08701
F11A1.3	Daf-12	K08701
F44A6.2	Sex-1	K08701
H12C20.3	Nhr-68	K08704
K08H2.8	Nhr-32	K08704
K10C3.6	Nhr-49	K08704
C45E1.1	Nhr-64	K07295
F56E3.4	Fax-1	K07295
T23H4.2	Nhr-69	K07295
C08F8.8	Nhr-67	K08545
F55D12.4	Unc-55	K08547
C48D5.1	Nhr-6	K08558
Y15E3A.1	Nhr-91	K09185
T18D3.2	Odr-7	K08706
T12D8.1	Set-16	K09188
F18A1.5	Rpa-1	K07466
F45H11.1	SptF-1	K09200
T22C8.5	SptF-2	K09200
Y40B1A.4	SptF-3	K09200
C27C12.2	EgrH-1	K09203
F54H5.4	Mua-1	K09204
F56F11.3	Klf-1	K09207
F53F8.1	Klf-2	K09212
F13D11.2	Hbl-1	K09213
C55B7.12	Che-1	K09214
B0280.4	Odd-1	K09215
C34H3.2	Odd-2	K09215
F34D10.5	Lin-48	K09216
C47C12.3	Ref-2	K09227
F52E10.1	Sdc-1	K09231
C16A3.7	Tag-182	K12236
F28F9.1	Zag-1	K09299
C08C3.1	Egl-5	K09300
Y75B8A.1	Php-3	K09300
R13A5.5	Ceh-13	K09301
C07H6.7	Lin-39	K09311
C08C3.3	Mab-5	K09311
C38D4.6	Pal-1	K09312
Y54F10AM.4	Ceh-44	K09313
C28A5.4	Ceh-43	K09316
R08B4.2	Alr-1	K09452
F26C11.2	Unc-4	K09328
W03A3.1	Ceh-10	K09336
R07B1.1	Vab-15	K09341
K03A11.3	Ceh-28	K09352
F31E3.1	Ceh-20	K09355
B0564.10	Unc-30	K09362
K02B12.1	Ceh-6	K09365
C30A5.7	Unc-86	K09366
C04F1.3	Lim-7	K09370
ZC247.3	Lin-11	K09372
C40H5.5	Ttx-3	K09373
F46C8.5	Ceh-14	K09374
F01D4.6	Mec-3	K09376
T14G12.4	Fkh-2	K09385
T23G7.1	Dpl-1	K09394
F26D12.1	Fkh-7	K09409
Y53C10A.12	Hsf-1	K09418
C37F5.1	Lin-1	K04375
Y51H4A.17	Sta-1	K11224
W10D5.1	Mef-2	K09263
F39H11.2	Tlf-1	K03120
T20B12.2	Tbp-1	K03120
F40E10.2	Sox-3	K09267
K08A8.2	Sox-2	K09267
C32F10.5	Hmg-3	K09272
T20B12.8	Hmg-4	K09272
B0414.2	Rnt-1	K09280
C32F10.2	Lin-35	K04681
R10E11.1	Cbp-1	K04498
F35C8.4	Syn-1	K08486
F48F7.2	Syn-2	K08486
F56A8.7	Unc-64	K08486
T01B11.3	Syn-4	K08486
F36F2.4	Syn-13	K08488
ZC155.7	Syn-16	K08489
F55A11.2	Syn-3	K08490
F08F8.8	GosR-1	K08495
B0272.2	GosR-2.1	K08496
M03E7.5	GosR-2.2	K08496
Y22F5A.3	Ric-4	K08508
T10H9.4	Snb-1	K13504
C30A5.5	Snb-5	K08514
T14D7.3	Tag-212	K08514
M01A10.2	Tom-1	K08518
C24A11.9	Coq-1	K12504
ZC395.6	Gro-1	K00791
F57B9.4	Coq-2	K06125
F23B12.6	Tag-114	K05954
C15H11.7	Pas-1	K02730
D1054.2	Pas-2	K02726
Y110A7A.14	Pas-3	K02728
C36B1.4	Pas-4	K02731
F25H2.9	Pas-5	K02729
CD4.6	Pas-6	K02725
ZK945.2	Pas-7	K02727
K08D12.1	Pbs-1	K02738
C47B2.4	Pbs-2	K02739
Y38A8.2	Pbs-3	K02735
T20F5.2	Pbs-4	K02734
K05C4.1	Pbs-5	K02737
C02F5.9	Pbs-6	K02732
F39H11.5	Pbs-7	K02736
C52E4.4	Rpt-1	K03061
C10G11.8	AtpAse	K03062
F29G9.5	Rpt-2	K03062
F23F12.6	Rpt-3	K03063
F23F1.8	Rpt-4	K03064
F56H1.4	Rpt-5	K03065
Y49E10.1	Rpt-6	K03066
T22D1.9	Rpn-1	K03028
C23G10.4	Rpn-2	K03032
C30C11.2	Rpn-3	K03033
F10G7.8	Rpn-5	K03035
F57B9.10	Rpn-6	K03036
F49C12.8	Rpn-7	K03037
R12E2.3	Rpn-8	K03038
T06D8.8	Rpn-9	K03039
B0205.3	Rpn-10	K03029
K07D4.3	Rpn-11	K03030
ZK20.5	Rpn-12	K03031
Y119D3B.15	Dss-1	K10881
B0511.10	Eif-3.e	K03250
C12C8.1	Hsp-70	K03283
F26D10.3	Hsp-1	K03283
C47E8.5	Daf-21	K04079
ZK20.3	Rad-23	K10839
K07A1.8	Ile-1	K10080
T04G9.3	Ile-2	K10082
ZK632.6	Cnx-1	K08054
Y38A10A.5	Crt-1	K08057
F56F3.5	Rps-1	K02984
Y43B11AR.4	Rps-4	K02987
Y71A12B.1	Rps-6	K02991
F42C5.8	Rps-8	K02995
T08B2.10	Rps-17	K02962
T05F1.3	Rps-19	K02966
T07A9.11	Rps-24	K02974
K02B2.5	Rps-25	K02975
F39B2.6	Rps-26	K02976
F56E10.4	Rps-27	K02978
H06I04.4	Ubl-1	K02977
Y41D4B.5	Rps-28	K02979
C26F1.4	Rps-30	K02983
B0041.4	Rpl-4	K02930
Y24D9A.4	Rpl-7a	K02936
F10B5.1	Rpl-10	K02866
C32E8.2	Rpl-13	K02873
C04F12.4	Rpl-14	K02875
K11H12.2	Rpl-15	K02877
Y45F10D.12	Rpl-18	K02883
C09D4.5	Rpl-19	K02885
C14B9.7	Rpl-21	K02889
C03D6.8	Rpl-24.2	K02896
D1007.12	Rpl-24.1	K02896
Y106G6H.3	Rpl-30	K02908
W09C5.6	Rpl-31	K02910
T24B8.1	Rpl-32	K02912
C42C1.14	Rpl-34	K02915
F10E7.7	Rpl-33	K02917
C54C6.1	Rpl-37	K02922
Y48B6A.2	Rpl-43	K02921
C26F1.9	Rpl-39	K02924
ZK1010.1	Ubq-2	K02927
C09H10.2	Rpl-41	K02929
C49H3.11	Rps-2	K02981
C23G10.3	Rps-3	K02985
F56F3.5	Rps-1	K02984
Y43B11AR.4	Rps-4	K02987
T05E11.1	Rps-5	K02989
Y71A12B.1	Rps-6	K02991
ZC434.2	Rps-7	K02993
F42C5.8	Rps-8	K02995
F40F8.10	Rps-9	K02997
D1007.6	Rps-10	K02947
F40F11.1	Rps-11	K02949
F54E7.2	Rps-12	K02951
C16A3.9	Rps-13	K02953
F37C12.9	Rps-14	K02955
F36A2.6	Rps-15	K02958
F53A3.3	Rps-22	K02957
T01C3.6	Rps-16	K02960
T08B2.10	Rps-17	K02962
Y57G11C.16	Rps-18	K02964
T05F1.3	Rps-19	K02966
Y105E8A.16	Rps-20	K02969
F37C12.11	Rps-21	K02971
F28D1.7	Rps-23	K02973
T07A9.11	Rps-24	K02974
K02B2.5	Rps-25	K02975
F39B2.6	Rps-26	K02976
F56E10.4	Rps-27	K02978
H06I04.4	Ubl-1	K02977
Y41D4B.5	Rps-28	K02979
B0412.4	Rps-29	K02980
C26F1.4	Rps-30	K02983
B0393.1	Rps-0	K02998
B0041.4	Rpl-4	K02930
F54C9.5	Rpl-5	K02932
R151.3	Rpl-6	K02934
F53G12.10	Rpl-7	K02937
Y24D9A.4	Rpl-7a	K02936
B0250.1	Rpl-2	K02938
R13A5.8	Rpl-9	K02940
F10B5.1	Rpl-10	K02866
Y71F9AL.13	Rpl-1	K02865
F07D10.1	Rpl-11.2	K02868
T22F3.4	Rpl-11.1	K02868
C32E8.2	Rpl-13	K02873
M01F1.2	Rpl-16	K02872
C04F12.4	Rpl-14	K02875
K11H12.2	Rpl-15	K02877
Y48G8AL.8	Rpl-17	K02880
Y45F10D.12	Rpl-18	K02883
E04A4.8	Rpl-20	K02882
C09D4.5	Rpl-19	K02885
C14B9.7	Rpl-21	K02889
C27A2.2	Rpl-22	K02891
B0336.10	Rpl-23	K02894
F52B5.6	Rpl-25.2	K02893
F55D10.2	Rpl-25.1	K02893
C03D6.8	Rpl-24.2	K02896
D1007.12	Rpl-24.1	K02896
F28C6.7	Rpl-26	K02898
C53H9.1	Rpl-27	K02901
R11D1.8	Rpl-28	K02903
B0513.3	Rpl-29	K02905
Y106G6H.3	Rpl-30	K02908
W09C5.6	Rpl-31	K02910
T24B8.1	Rpl-32	K02912
C42C1.14	Rpl-34	K02915
ZK652.4	Rpl-35	K02918
F10E7.7	Rpl-33	K02917
F37C12.4	Rpl-36	K02920
C54C6.1	Rpl-37	K02922
Y48B6A.2	Rpl-43	K02921
C06B8.8	Rpl-38	K02923
C26F1.9	Rpl-39	K02924
ZK1010.1	Ubq-2	K02927
C09H10.2	Rpl-41	K02929
F25H2.10	Rpa-0	K02941
Y37E3.7	Rla-1	K02942
Y62E10A.1	Rla-2	K02943
