Dmel_CG17759	GalPha49b	K04634
Dmel_CG9742	Smg	K11099
Dmel_CG14999	Rfc4	K10755
Dmel_CG5313	Rfc3	K10756
Dmel_CG6258	Rfc38	K10756
Dmel_CG16928	Mre11	K10865
Dmel_CG6339	Rad50	K10866
Dmel_CG6754	Nbs	K10867
Dmel_CG6535	TefU	K04728
Dmel_CG6920	Mus309	K10901
Dmel_CG3697	Mei-9	K10848
Dmel_CG40411	ParP	K10798
Dmel_CG4719	TanKyrase	K10799
Dmel_CG6146	Top1	K03163
Dmel_CG10223	Top2	K03164
Dmel_CG10123	Top3alpha	K03165
Dmel_CG3458	Top3beta	K03165
Dmel_CG4337	MtsSb	K03111
Dmel_CG8729	Rnh1	K03469
Dmel_CG7035	Cbp80	K12882
Dmel_CG12357	Cbp20	K12883
Dmel_CG12749	Hrb87f	K12741
Dmel_CG9983	Hrb98de	K12741
Dmel_CG13425	Bl	K12886
Dmel_CG6987	Sf2	K12890
Dmel_CG5442	Sc35	K12891
Dmel_CG10851	B52	K12893
Dmel_CG10203	Xl6	K12896
Dmel_CG10128	Tra2	K12897
Dmel_CG5352	Smb	K11086
Dmel_CG10753	SnrNp69d	K11087
Dmel_CG1249	SnrNp2	K11096
Dmel_CG8427	Smd3	K11088
Dmel_CG16792	DebB	K11098
Dmel_CG9742	Smg	K11099
Dmel_CG8749	SnrNp70k	K11093
Dmel_CG5454	SnrNp-u1	K11095
Dmel_CG10279	Rm62	K12823
Dmel_CG5352	Smb	K11086
Dmel_CG10753	SnrNp69d	K11087
Dmel_CG1249	SnrNp2	K11096
Dmel_CG8427	Smd3	K11088
Dmel_CG16792	DebB	K11098
Dmel_CG9742	Smg	K11099
Dmel_CG1406	U2a	K11092
Dmel_CG2925	Noi	K12827
Dmel_CG3780	Spx	K12831
Dmel_CG3582	U2aF38	K12836
Dmel_CG9998	U2aF50	K12837
Dmel_CG33522	ScaF6	K12841
Dmel_CG12085	Puf68	K12838
Dmel_CG17540	Spf45	K12840
Dmel_CG7581	Bub3	K02180
Dmel_CG4268	PitSlre	K08818
Dmel_CG5836	Sf1	K13095
Dmel_CG3606	Caz	K13098
Dmel_CG5352	Smb	K11086
Dmel_CG10753	SnrNp69d	K11087
Dmel_CG1249	SnrNp2	K11096
Dmel_CG8427	Smd3	K11088
Dmel_CG16792	DebB	K11098
Dmel_CG9742	Smg	K11099
Dmel_CG8749	SnrNp70k	K11093
Dmel_CG5454	SnrNp-u1	K11095
Dmel_CG10279	Rm62	K12823
Dmel_CG5352	Smb	K11086
Dmel_CG10753	SnrNp69d	K11087
Dmel_CG1249	SnrNp2	K11096
Dmel_CG8427	Smd3	K11088
Dmel_CG16792	DebB	K11098
Dmel_CG9742	Smg	K11099
Dmel_CG1406	U2a	K11092
Dmel_CG2925	Noi	K12827
Dmel_CG3780	Spx	K12831
Dmel_CG3582	U2aF38	K12836
Dmel_CG9998	U2aF50	K12837
Dmel_CG33522	ScaF6	K12841
Dmel_CG12085	Puf68	K12838
Dmel_CG17540	Spf45	K12840
Dmel_CG5352	Smb	K11086
Dmel_CG10753	SnrNp69d	K11087
Dmel_CG1249	SnrNp2	K11096
Dmel_CG8427	Smd3	K11088
Dmel_CG16792	DebB	K11098
Dmel_CG9742	Smg	K11099
Dmel_CG31184	Lsm3	K12622
Dmel_CG13277	Lsm7	K12626
Dmel_CG3949	HoiP	K12845
Dmel_CG8877	Prp8	K12856
Dmel_CG3058	Dim1	K12859
Dmel_CG18426	Ytr	K12846
Dmel_CG30342	Prp38	K12849
Dmel_CG12750	Ncm	K13100
Dmel_CG10689	L(2)37cb	K12813
Dmel_CG5649	Kin17	K13102
Dmel_CG4152	L(2)35df	K12598
Dmel_CG5519	Prp19	K10599
Dmel_CG1796	TanGo4	K12862
Dmel_CG12135	C12.1	K12863
Dmel_CG18743	Hsp70ab	K03283
Dmel_CG31359	Hsp70bb	K03283
Dmel_CG31366	Hsp70aa	K03283
Dmel_CG31449	Hsp70ba	K03283
Dmel_CG4264	Hsc70-4	K03283
Dmel_CG5436	Hsp68	K03283
Dmel_CG5834	Hsp70bbb	K03283
Dmel_CG6489	Hsp70bc	K03283
Dmel_CG7756	Hsc70-2	K03283
Dmel_CG8937	Hsc70-1	K03283
Dmel_CG8264	Bx42	K06063
Dmel_CG3193	Crn	K12869
Dmel_CG1639	L(1)10bb	K12873
Dmel_CG4886	Cyp33	K09564
Dmel_CG13892	CypL	K12733
Dmel_CG1017	MfaP1	K13110
Dmel_CG3450	Ubl	K13113
Dmel_CG5352	Smb	K11086
Dmel_CG10753	SnrNp69d	K11087
Dmel_CG1249	SnrNp2	K11096
Dmel_CG8427	Smd3	K11088
Dmel_CG16792	DebB	K11098
Dmel_CG9742	Smg	K11099
Dmel_CG31184	Lsm3	K12622
Dmel_CG1406	U2a	K11092
Dmel_CG2925	Noi	K12827
Dmel_CG3780	Spx	K12831
Dmel_CG5352	Smb	K11086
Dmel_CG10753	SnrNp69d	K11087
Dmel_CG1249	SnrNp2	K11096
Dmel_CG8427	Smd3	K11088
Dmel_CG16792	DebB	K11098
Dmel_CG9742	Smg	K11099
Dmel_CG8877	Prp8	K12856
Dmel_CG30342	Prp38	K12849
Dmel_CG12750	Ncm	K13100
Dmel_CG10689	L(2)37cb	K12813
Dmel_CG5649	Kin17	K13102
Dmel_CG4152	L(2)35df	K12598
Dmel_CG7238	Sip1	K13103
Dmel_CG5519	Prp19	K10599
Dmel_CG12135	C12.1	K12863
Dmel_CG1796	TanGo4	K12862
Dmel_CG18743	Hsp70ab	K03283
Dmel_CG31359	Hsp70bb	K03283
Dmel_CG31366	Hsp70aa	K03283
Dmel_CG31449	Hsp70ba	K03283
Dmel_CG4264	Hsc70-4	K03283
Dmel_CG5436	Hsp68	K03283
Dmel_CG5834	Hsp70bbb	K03283
Dmel_CG6489	Hsp70bc	K03283
Dmel_CG7756	Hsc70-2	K03283
Dmel_CG8937	Hsc70-1	K03283
Dmel_CG8264	Bx42	K06063
Dmel_CG3193	Crn	K12869
Dmel_CG1639	L(1)10bb	K12873
Dmel_CG13892	CypL	K12733
Dmel_CG4886	Cyp33	K09564
Dmel_CG10473	Hkl	K12875
Dmel_CG7269	Hel25e	K12812
Dmel_CG7483	Eif4aiii	K13025
Dmel_CG9401	MagO	K12877
Dmel_CG8781	Tsu	K12876
Dmel_CG2031	Hpr1	K12878
Dmel_CG31671	Tho2	K12879
Dmel_CG9615	Tex	K12880
Dmel_CG1101	Aly	K12881
Dmel_CG6011	Prp18	K12817
Dmel_CG1420	Slu7	K12819
Dmel_CG8241	Pea	K12818
Dmel_CG32604	L(1)g0007	K12815
Dmel_CG14637	Abs	K13116
Dmel_CG1474	Es2	K13118
Dmel_CG7238	Sip1	K13103
Dmel_CG6539	Gem3	K13131
Dmel_CG3957	Wmd	K13137
Dmel_CG12113	L(1)g0095	K13141
Dmel_CG9591	Omd	K13142
Dmel_CG18176	DefL	K13144
Dmel_CG6946	Glo	K12898
Dmel_CG9218	Sm	K13159
Dmel_CG7437	Mub	K13162
Dmel_CG10385	Msl-1	K13163
Dmel_CG3241	Msl-2	K13164
Dmel_CG16901	Sqd	K03102
Dmel_CG4602	Srp54	K13165
Dmel_CG2179	Xe7	K13169
Dmel_CG11274	Srm160	K13171
Dmel_CG2031	Hpr1	K12878
Dmel_CG31671	Tho2	K12879
Dmel_CG9615	Tex	K12880
Dmel_CG1101	Aly	K12881
Dmel_CG2980	ThoC5	K13174
Dmel_CG5632	ThoC6	K13175
Dmel_CG17143	ThoC7	K13176
Dmel_CG7269	Hel25e	K12812
Dmel_CG9054	Ddx1	K13177
Dmel_CG9748	Bel	K11594
Dmel_CG6375	Pit	K13179
Dmel_CG2173	Rs1	K13181
Dmel_CG11680	Mle	K13184
Dmel_CG8597	LarK	K13187
Dmel_CG2910	NitO	K13190
Dmel_CG10084	Swm	K13192
Dmel_CG6990	Hp1C	K11586
Dmel_CG2682	D4	K13196
Dmel_CG4170	Vig	K13199
Dmel_CG5215	Zn72d	K13203
Dmel_CG12478	Bru-3	K13207
Dmel_CG31761	Bru-2	K13207
Dmel_CG31762	AreT	K02177
Dmel_CG8014	Rme-8	K09533
Dmel_CG3151	Rbp9	K13208
Dmel_CG4262	ElaV	K13208
Dmel_CG4396	Fne	K13208
Dmel_CG8912	Psi	K13210
Dmel_CG2096	Flw	K06269
Dmel_CG5650	Pp1-87b	K06269
Dmel_CG9156	Pp1-13c	K06269
Dmel_CG8980	NipP1	K13216
Dmel_CG3730	CsuL	K02516
Dmel_CG31000	HepH	K13218
Dmel_CG4211	NonA	K13219
Dmel_CG8174	SrpK	K08831
Dmel_CG5247	IrbP	K10884
Dmel_CG9885	Dpp	K04662
Dmel_CG5562	Gbb	K04663
Dmel_CG11062	ActBeta	K04667
Dmel_CG1901	Mav	K04384
Dmel_CG6057	Smc1	K06636
Dmel_CG9802	Cap	K06669
Dmel_CG17436	Vtd	K06670
Dmel_CG13916	Sa-2	K06671
Dmel_CG3423	Sa	K06671
Dmel_CG17704	NipPed-b	K06672
Dmel_CG17509	Pds5	K11267
Dmel_CG8598	Eco	K11268
Dmel_CG33122	CutLet	K11269
Dmel_CG14999	Rfc4	K10755
Dmel_CG5313	Rfc3	K10756
Dmel_CG6258	Rfc38	K10756
Dmel_CG5499	His2av	K11251
Dmel_CG5825	His3.3a	K11253
Dmel_CG8989	His3.3b	K11253
Dmel_CG3379	His4r	K11254
Dmel_CG7917	Nlp	K11278
Dmel_CG5330	Nap1	K11279
Dmel_CG4299	Set	K11290
Dmel_CG12109	Caf1-180	K10750
Dmel_CG12892	Caf1-105	K10751
Dmel_CG4236	Caf1	K10752
Dmel_CG9383	Asf1	K10753
Dmel_CG12225	Spt6	K11292
Dmel_CG12153	HirA	K11293
Dmel_CG12223	Dsp1	K10802
Dmel_CG4107	PcaF	K06062
Dmel_CG15319	Nej	K04498
Dmel_CG17603	Taf1	K03125
Dmel_CG6121	Tip60	K11304
Dmel_CG3025	Mof	K11308
Dmel_CG5229	Chm	K11307
Dmel_CG11290	EnoK	K11306
Dmel_CG15433	Elp3	K07739
Dmel_CG7391	Clk	K02223
Dmel_CG4107	PcaF	K06062
Dmel_CG33554	NipPed-a	K08874
Dmel_CG3169	Spt3	K11313
Dmel_CG7098	Dik	K11315
Dmel_CG6577	Can	K03130
Dmel_CG7704	Taf5	K03130
Dmel_CG10390	Mia	K03131
Dmel_CG32211	Taf6	K03131
Dmel_CG6474	E(y)1	K03133
Dmel_CG8816	Ak6	K03133
Dmel_CG2859	Taf10	K03134
Dmel_CG3069	Taf10b	K03134
Dmel_CG17358	Taf12	K03126
Dmel_CG4107	PcaF	K06062
Dmel_CG33554	NipPed-a	K08874
Dmel_CG3169	Spt3	K11313
Dmel_CG31865	Ada1-1	K11317
Dmel_CG31866	Ada1-2	K11317
Dmel_CG7098	Dik	K11315
Dmel_CG6577	Can	K03130
Dmel_CG7704	Taf5	K03130
Dmel_CG10390	Mia	K03131
Dmel_CG32211	Taf6	K03131
Dmel_CG6474	E(y)1	K03133
Dmel_CG8816	Ak6	K03133
Dmel_CG2859	Taf10	K03134
Dmel_CG3069	Taf10b	K03134
Dmel_CG17358	Taf12	K03126
Dmel_CG4107	PcaF	K06062
Dmel_CG33554	NipPed-a	K08874
Dmel_CG3169	Spt3	K11313
Dmel_CG7098	Dik	K11315
Dmel_CG6711	Taf2	K03128
Dmel_CG5444	Taf4	K03129
Dmel_CG6577	Can	K03130
Dmel_CG7704	Taf5	K03130
Dmel_CG10390	Mia	K03131
Dmel_CG32211	Taf6	K03131
Dmel_CG2670	Taf7	K03132
Dmel_CG6474	E(y)1	K03133
Dmel_CG8816	Ak6	K03133
Dmel_CG2859	Taf10	K03134
Dmel_CG3069	Taf10b	K03134
Dmel_CG17358	Taf12	K03126
Dmel_CG6121	Tip60	K11304
Dmel_CG33554	NipPed-a	K08874
Dmel_CG6632	Ing3	K11319
Dmel_CG9696	Dom	K11320
Dmel_CG14514	Brd8	K11321
Dmel_CG7776	E(pC)	K11322
Dmel_CG11132	DmaP1	K11324
Dmel_CG4003	PonT	K04499
Dmel_CG9750	RepT	K11338
Dmel_CG6363	Mrg15	K11339
Dmel_CG10067	Act57b	K05692
Dmel_CG12051	Act42a	K05692
Dmel_CG18290	Act87e	K05692
Dmel_CG4027	Act5c	K05692
Dmel_CG5178	Act88f	K05692
Dmel_CG9207	Gas41	K11341
Dmel_CG13746	MrgBp	K11343
Dmel_CG12756	Eaf6	K11344
Dmel_CG5229	Chm	K11307
Dmel_CG12756	Eaf6	K11344
Dmel_CG11290	EnoK	K11306
Dmel_CG12756	Eaf6	K11344
Dmel_CG4107	PcaF	K06062
Dmel_CG33554	NipPed-a	K08874
Dmel_CG3169	Spt3	K11313
Dmel_CG7098	Dik	K11315
Dmel_CG6577	Can	K03130
Dmel_CG7704	Taf5	K03130
Dmel_CG10390	Mia	K03131
Dmel_CG32211	Taf6	K03131
Dmel_CG6474	E(y)1	K03133
Dmel_CG8816	Ak6	K03133
Dmel_CG2859	Taf10	K03134
Dmel_CG3069	Taf10b	K03134
Dmel_CG17358	Taf12	K03126
Dmel_CG4166	Not	K11366
Dmel_CG3733	Chd1	K11367
Dmel_CG15191	E(y)2	K11368
Dmel_CG4107	PcaF	K06062
Dmel_CG33554	NipPed-a	K08874
Dmel_CG3169	Spt3	K11313
Dmel_CG7098	Dik	K11315
Dmel_CG6577	Can	K03130
Dmel_CG7704	Taf5	K03130
Dmel_CG10390	Mia	K03131
Dmel_CG32211	Taf6	K03131
Dmel_CG6474	E(y)1	K03133
Dmel_CG8816	Ak6	K03133
Dmel_CG2859	Taf10	K03134
Dmel_CG3069	Taf10b	K03134
Dmel_CG17358	Taf12	K03126
Dmel_CG4166	Not	K11366
Dmel_CG3733	Chd1	K11367
Dmel_CG4107	PcaF	K06062
Dmel_CG7098	Dik	K11315
Dmel_CG4107	PcaF	K06062
Dmel_CG7098	Dik	K11315
Dmel_CG4236	Caf1	K10752
Dmel_CG15433	Elp3	K07739
Dmel_CG11887	StiP	K11374
Dmel_CG6121	Tip60	K11304
Dmel_CG33554	NipPed-a	K08874
Dmel_CG9207	Gas41	K11341
Dmel_CG11132	DmaP1	K11324
Dmel_CG6363	Mrg15	K11339
Dmel_CG12756	Eaf6	K11344
Dmel_CG7776	E(pC)	K11322
Dmel_CG10067	Act57b	K05692
Dmel_CG12051	Act42a	K05692
Dmel_CG18290	Act87e	K05692
Dmel_CG4027	Act5c	K05692
Dmel_CG5178	Act88f	K05692
Dmel_CG7471	Rpd3	K06067
Dmel_CG2128	HdaC3	K11404
Dmel_CG1770	HdaC4	K11406
Dmel_CG6170	HdaC6	K11407
Dmel_CG5216	Sir2	K11411
Dmel_CG5085	SirT2	K11412
Dmel_CG3187	SirT4	K11414
Dmel_CG6284	SirT6	K11416
Dmel_CG11305	SirT7	K11417
Dmel_CG31119	HdaCx	K11418
Dmel_CG8887	Ash1	K06101
Dmel_CG10272	Gpp	K11427
Dmel_CG2995	G9a	K11420
Dmel_CG6502	E(z)	K11430
Dmel_CG8651	Trx	K09186
Dmel_CG3848	Trr	K09188
Dmel_CG4976	Mes-4	K11424
Dmel_CG1716	Set2	K11423
Dmel_CG3307	Pr-Set7	K11428
Dmel_CG12196	Egg	K11421
Dmel_CG13761	Bzd	K11426
Dmel_CG13363	Suv4-20	K11429
Dmel_CG6554	Art1	K11434
Dmel_CG6563	Art3	K11436
Dmel_CG5358	Art4	K05931
Dmel_CG3730	CsuL	K02516
Dmel_CG9882	Art7	K11438
Dmel_CG33182	Kdm4b	K06709
Dmel_CG5640	Utx	K11447
Dmel_CG9088	Lid	K11446
Dmel_CG32443	Pc	K11455
Dmel_CG3886	Psc	K11459
Dmel_CG18412	Ph-P	K11456
Dmel_CG3895	Ph-D	K11456
Dmel_CG5595	Sce	K10695
Dmel_CG9495	Scm	K11461
Dmel_CG6502	E(z)	K11430
Dmel_CG14941	Esc	K11462
Dmel_CG8013	Su(Z)12	K11463
Dmel_CG8787	Asx	K11471
Dmel_CG4195	L(3)73ah	K11488
Dmel_CG5109	Pcl	K11485
Dmel_CG17743	Pho	K09201
Dmel_CG3445	PhoL	K09201
Dmel_CG12190	RybP	K11468
Dmel_CG10212	Smc2	K06674
Dmel_CG11397	Glu	K06675
Dmel_CG10726	BarR	K06676
Dmel_CG1911	Cap-d2	K06677
Dmel_CG34438	Cap-g	K06678
Dmel_CG10212	Smc2	K06674
Dmel_CG11397	Glu	K06675
Dmel_CG31989	Cap-d3	K11491
Dmel_CG10223	Top2	K03164
Dmel_CG10480	Bj1	K11493
Dmel_CG33694	CanA	K11498
Dmel_CG6392	CmeT	K11498
Dmel_CG10061	Sas-4	K11502
Dmel_CG12265	Det	K08731
Dmel_CG4236	Caf1	K10752
Dmel_CG11941	SkpC	K03094
Dmel_CG11942	SkpE	K03094
Dmel_CG12227	SkpF	K03094
Dmel_CG12700	SkpD	K03094
Dmel_CG16983	SkpA	K03094
Dmel_CG8881	SkpB	K03094
Dmel_CG17498	Mad2	K02537
Dmel_CG2948	Rev7	K13728
Dmel_CG14030	Bub1	K02178
Dmel_CG7838	BubR1	K02178
Dmel_CG7581	Bub3	K02180
Dmel_CG33694	CanA	K11498
Dmel_CG6392	CmeT	K11498
Dmel_CG1569	Rod	K11577
Dmel_CG9900	Mit(1)15	K11578
Dmel_CG18729	ZwiLch	K11579
Dmel_CG7507	Dhc64c	K10413
Dmel_CG15148	Btv	K10414
Dmel_CG18000	Sw	K10415
Dmel_CG32823	SdiC3	K10415
Dmel_CG33497	SdiC2	K10415
Dmel_CG33499	SdiC4	K10415
Dmel_CG9580	SdiC1	K10415
Dmel_CG1938	DliC	K10416
Dmel_CG12192	Klp59d	K10393
Dmel_CG1453	Klp10a	K10393
Dmel_CG3219	Klp59c	K10393
Dmel_CG7643	Ald	K08866
Dmel_CG12559	Rl	K04371
Dmel_CG7109	Mts	K04382
Dmel_CG17291	Pp2A-29b	K03456
Dmel_CG6235	Tws	K04354
Dmel_CG5643	Wdb	K11584
Dmel_CG7913	Pp2A-b'	K11584
Dmel_CG7041	Hp1B	K11585
Dmel_CG8120	Hp1E	K11585
Dmel_CG6990	Hp1C	K11586
Dmel_CG8208	Mbd-like	K11590
Dmel_CG4792	Dcr-1	K11592
Dmel_CG6671	Ago1	K11593
Dmel_CG40300	Ago3	K02156
Dmel_CG6122	PiwI	K02156
Dmel_CG6137	Aub	K02156
Dmel_CG9748	Bel	K11594
Dmel_CG10692	Mt2	K00558
Dmel_CG7471	Rpd3	K06067
Dmel_CG8103	Mi-2	K11643
Dmel_CG4236	Caf1	K10752
Dmel_CG12196	Egg	K11421
Dmel_CG8815	Sin3a	K11644
Dmel_CG10583	Sse	K02365
Dmel_CG9198	ShtD	K03348
Dmel_CG3060	Mr	K03349
Dmel_CG8610	Cdc27	K03350
Dmel_CG32707	Apc4	K03351
Dmel_CG10850	Ida	K03352
Dmel_CG6759	Cdc16	K03353
Dmel_CG14444	Apc7	K03354
Dmel_CG2508	Cdc23	K03355
Dmel_CG34440	Lmg	K03358
Dmel_CG4274	Fzy	K03363
Dmel_CG3068	Aur	K11481
Dmel_CG6620	Ial	K08850
Dmel_CG9765	TacC	K14283
Dmel_CG12306	PolO	K06631
Dmel_CG5942	Brm	K11647
Dmel_CG1064	Snr1	K11648
Dmel_CG18740	Mor	K11649
Dmel_CG4303	Bap60	K11650
Dmel_CG7055	DalAo	K11651
Dmel_CG10067	Act57b	K05692
Dmel_CG12051	Act42a	K05692
Dmel_CG18290	Act87e	K05692
Dmel_CG4027	Act5c	K05692
Dmel_CG5178	Act88f	K05692
Dmel_CG6546	Bap55	K11652
Dmel_CG7467	Osa	K11653
Dmel_CG5942	Brm	K11647
Dmel_CG1064	Snr1	K11648
Dmel_CG18740	Mor	K11649
Dmel_CG4303	Bap60	K11650
Dmel_CG7055	DalAo	K11651
Dmel_CG10067	Act57b	K05692
Dmel_CG12051	Act42a	K05692
Dmel_CG18290	Act87e	K05692
Dmel_CG4027	Act5c	K05692
Dmel_CG5178	Act88f	K05692
Dmel_CG6546	Bap55	K11652
Dmel_CG11375	PolYbromo	K11757
Dmel_CG3274	Bap170	K11765
Dmel_CG8625	IswI	K11654
Dmel_CG1966	Acf1	K11655
Dmel_CG15736	ChrAc-16	K11656
Dmel_CG13399	ChrAc-14	K02326
Dmel_CG8625	IswI	K11654
Dmel_CG8625	IswI	K11654
Dmel_CG7471	Rpd3	K06067
Dmel_CG8103	Mi-2	K11643
Dmel_CG4236	Caf1	K10752
Dmel_CG2244	Mta1-like	K11660
Dmel_CG32346	E(bX)	K11728
Dmel_CG4236	Caf1	K10752
Dmel_CG8625	IswI	K11654
Dmel_CG32346	E(bX)	K11728
Dmel_CG4236	Caf1	K10752
Dmel_CG4634	NurF-38	K11726
Dmel_CG11678	ActR13e	K11662
Dmel_CG4003	PonT	K04499
Dmel_CG9750	RepT	K11338
Dmel_CG11132	DmaP1	K11324
Dmel_CG9207	Gas41	K11341
Dmel_CG4621	Yl-1	K11664
Dmel_CG31212	Ino80	K11665
Dmel_CG4003	PonT	K04499
Dmel_CG9750	RepT	K11338
Dmel_CG7940	Arp5	K11672
Dmel_CG7846	Arp8	K11673
Dmel_CG1135	Rcd5	K11674
Dmel_CG31212	Ino80	K11665
Dmel_CG4003	PonT	K04499
Dmel_CG9750	RepT	K11338
Dmel_CG7940	Arp5	K11672
Dmel_CG7846	Arp8	K11673
Dmel_CG1064	Snr1	K11648
Dmel_CG10067	Act57b	K05692
Dmel_CG12051	Act42a	K05692
Dmel_CG18290	Act87e	K05692
Dmel_CG4027	Act5c	K05692
Dmel_CG5178	Act88f	K05692
Dmel_CG4003	PonT	K04499
Dmel_CG9750	RepT	K11338
Dmel_CG11678	ActR13e	K11662
Dmel_CG9207	Gas41	K11341
Dmel_CG4621	Yl-1	K11664
Dmel_CG11132	DmaP1	K11324
Dmel_CG4356	MacR-60c	K04131
Dmel_CG9652	DopR	K04148
Dmel_CG33517	D2r	K14049
Dmel_CG15113	5-hT1b	K04153
Dmel_CG16720	5-hT1a	K04153
Dmel_CG1056	5-hT2	K04157
Dmel_CG12073	5-hT7	K04163
Dmel_CG3856	OamB	K04165
Dmel_CG6515	TakR86c	K04225
Dmel_CG7887	TakR99d	K04225
Dmel_CG10626	Lkr	K14071
Dmel_CG5811	NepYr	K14072
Dmel_CG10001	Ar-2	K04233
Dmel_CG2872	AlsTr	K04233
Dmel_CG1147	NpfR1	K04209
Dmel_CG7395	NpfR76f	K04209
Dmel_CG33344	CcaPr	K08376
Dmel_CG11325	GrhR	K04280
Dmel_CG31096	Lgr3	K04307
Dmel_CG5055	Baz	K04237
Dmel_CG4550	NinAe	K13802
Dmel_CG10888	Rh3	K04255
Dmel_CG16740	Rh2	K04255
Dmel_CG5192	Rh6	K04255
Dmel_CG5279	Rh5	K04255
Dmel_CG5638	Rh7	K04255
Dmel_CG9668	Rh4	K04255
Dmel_CG8930	Rk	K08399
Dmel_CG32843	Dh31-r1	K04577
Dmel_CG8422	Dh44-r1	K04578
Dmel_CG11895	StaN	K04600
Dmel_CG17795	MthL2	K04599
Dmel_CG4521	MthL1	K04599
Dmel_CG6530	MthL3	K04599
Dmel_CG6536	MthL4	K04599
Dmel_CG6936	Mth	K04599
Dmel_CG6965	MthL5	K04599
Dmel_CG11144	MglUra	K04605
Dmel_CG30361	Mtt	K04611
Dmel_CG15274	GabA-b-r1	K04615
Dmel_CG6706	GabA-b-r2	K04616
Dmel_CG8285	BosS	K04623
Dmel_CG10609	Or83b	K08471
Dmel_CG10612	Or83a	K08471
Dmel_CG10759	Or7A	K08471
Dmel_CG11735	Or85b	K08471
Dmel_CG11742	Or85d	K08471
Dmel_CG11767	Or24a	K08471
Dmel_CG12193	Or22a	K08471
Dmel_CG12501	Or56a	K08471
Dmel_CG12526	Or67a	K08471
Dmel_CG12697	Or13a	K08471
Dmel_CG12754	Or42b	K08471
Dmel_CG12906	Gr47a	K08471
Dmel_CG12931	Or45b	K08471
Dmel_CG13106	Or30a	K08471
Dmel_CG13158	Or49a	K08471
Dmel_CG13206	Or47b	K08471
Dmel_CG13225	Or47a	K08471
Dmel_CG13417	Gr93a	K08471
Dmel_CG13441	Gr57a	K08471
Dmel_CG13491	Gr58c	K08471
Dmel_CG13495	Gr58b	K08471
Dmel_CG13726	Or74a	K08471
Dmel_CG13787	Gr28a	K08471
Dmel_CG13788	Gr28b	K08471
Dmel_CG13888	Gr61a	K08471
Dmel_CG13976	Gr98a	K08471
Dmel_CG14156	Or67c	K08471
Dmel_CG14176	Or67b	K08471
Dmel_CG14360	Or88a	K08471
Dmel_CG14901	Gr89a	K08471
Dmel_CG14916	Gr32a	K08471
Dmel_CG14979	Gr63a	K08471
Dmel_CG14987	Gr64d	K08471
Dmel_CG15302	Or9A	K08471
Dmel_CG15371	Gr8A	K08471
Dmel_CG15377	Or22c	K08471
Dmel_CG15396	Gr23a	K08471
Dmel_CG15779	Tre	K08471
Dmel_CG16755	Or85f	K08471
Dmel_CG16960	Or33a	K08471
Dmel_CG16961	Or33b	K08471
Dmel_CG1712	Gr43a	K08471
Dmel_CG17213	Gr33a	K08471
Dmel_CG17226	Or59c	K08471
Dmel_CG17241	Or94a	K08471
Dmel_CG17250	Or42a	K08471
Dmel_CG17584	Or49b	K08471
Dmel_CG17853	Or43b	K08471
Dmel_CG17867	Or10a	K08471
Dmel_CG17868	Or35a	K08471
Dmel_CG17871	Or71a	K08471
Dmel_CG17885	Or1A	K08471
Dmel_CG17911	Or85c	K08471
Dmel_CG17916	Or92a	K08471
Dmel_CG18531	Gr2A	K08471
Dmel_CG1854	Or43a	K08471
Dmel_CG1867	Or98b	K08471
Dmel_CG18859	Or19a	K08471
Dmel_CG1978	Or45a	K08471
Dmel_CG30030	Gr47b	K08471
Dmel_CG30186	Gr59c	K08471
Dmel_CG30189	Gr59a	K08471
Dmel_CG30191	Gr59b	K08471
Dmel_CG30396	Gr58a	K08471
Dmel_CG31059	Gr98b	K08471
Dmel_CG31060	Gr98c	K08471
Dmel_CG31061	Gr98d	K08471
Dmel_CG31173	Gr93c	K08471
Dmel_CG31208	Gr92a	K08471
Dmel_CG31335	Gr93d	K08471
Dmel_CG31336	Gr93b	K08471
Dmel_CG31405	Gr85a	K08471
Dmel_CG31519	Or82a	K08471
Dmel_CG31620	Gr39b	K08471
Dmel_CG31662	Gr22a	K08471
Dmel_CG31744	Gr36b	K08471
Dmel_CG31929	Gr22c	K08471
Dmel_CG31931	Gr22b	K08471
Dmel_CG31932	Gr22f	K08471
Dmel_CG31936	Gr22e	K08471
Dmel_CG3206	Or2A	K08471
Dmel_CG32255	Gr64f	K08471
Dmel_CG32256	Gr64c	K08471
Dmel_CG32257	Gr64b	K08471
Dmel_CG32258	Gr64e	K08471
Dmel_CG32261	Gr64a	K08471
Dmel_CG32433	Gr77a	K08471
Dmel_CG32664	Gr10a	K08471
Dmel_CG32693	Gr9A	K08471
Dmel_CG32825	Or19b	K08471
Dmel_CG33151	Gr59e	K08471
Dmel_CG33264	Or69a	K08471
Dmel_CG33478	Or46a	K08471
Dmel_CG3569	Or59b	K08471
Dmel_CG4231	Or22b	K08471
Dmel_CG5006	Or33c	K08471
Dmel_CG5540	Or98a	K08471
Dmel_CG6679	Or94b	K08471
Dmel_CG7189	Gr66a	K08471
Dmel_CG7303	Gr68a	K08471
Dmel_CG7454	Or85a	K08471
Dmel_CG9820	Or59a	K08471
Dmel_CG9880	Or23a	K08471
Dmel_CG9969	Or63a	K08471
Dmel_CG17697	Fz	K02432
Dmel_CG4626	Fz4	K02354
Dmel_CG9739	Fz2	K02375
Dmel_CG16785	Fz3	K04690
Dmel_CG11561	Smo	K06226
