Q09161	NcbP1	K12882
P00751	Cfb	K01335
P00746	Cfd	K01334
F8WDX4	Cfh	K04004
P08603	Cfh	K04004
P11226	Mbl2	K03991
Q5SQS3	Mbl2	K03991
P48740	MasP1	K03992
O00187	MasP2	K03993
P02745	C1qA	K03986
P02746	C1qB	K03987
P02747	C1qC	K03988
P00736	C1r	K01330
P09871	C1s	K01331
E9PFN7	C2	K01332
P06681	C2	K01332
Q5JP69	C2	K01332
Q53HP3	C2	K01332
B4DV20	C2	K01332
B4DPF3	C2	K01332
P0C0L4	C4a	K03989
Q6P4R1	C4a	K03989
P0C0L5	C4b	K03989
Q6U2E9	C4b	K03989
B0V2C8	C4b	K03989
F8VZD8	C4b	K03989
A7E2V2	C4b	K03989
P01031	C5	K03994
Q16581	C3aR1	K04009
A8K2H7	C3aR1	K04009
P21730	C5aR1	K04010
P12314	FcgR1a	K06498
P12318	FcgR2a	K06472
P31994	FcgR2b	K12560
P08637	FcgR3a	K06463
E9PG94	FcgR3a	K06463
Q53X39	FcaR	K06513
Q92588	FcaR	K06513
P24071	FcaR	K06513
Q92587	FcaR	K06513
Q9UEK0	FcaR	K06513
Q92593	FcaR	K06513
Q92592	FcaR	K06513
P25090	Fpr2	K04173
P25089	Fpr3	K04173
Q6L5J4	Fpr3	K04173
P21462	Fpr1	K04172
P00747	Plg	K01315
Q5TEH5	Plg	K01315
P05156	Cfi	K01333
A8K3L0	Cfi	K01333
Q14242	SelPlg	K06544
B7Z5C7	SelPlg	K06544
Q6NUL9	SelP	K06496
P16109	SelP	K06496
Q5R349	SelP	K06496
P05362	IcaM1	K06490
P20701	ItgAl	K05718
Q96HB1	ItgAl	K05718
B2RAL6	ItgAl	K05718
P11215	ItgAm	K06461
P05107	ItgB2	K06464
Q02413	Dsg1	K07596
Q6ICR9	Hla-dma	K06752
Q31604	Hla-dma	K06752
P28068	Hla-dmb	K06752
P06340	Hla-doa	K06752
Q5QNS2	Hla-dob	K06752
P13765	Hla-dob	K06752
P20036	Hla-dpa1	K06752
Q5STP1	Hla-dpa1	K06752
P04440	Hla-dpb1	K06752
P01909	Hla-dqa1	K06752
Q8MH44	Hla-dqa1	K06752
P01906	Hla-dqa2	K06752
Q5Y7A9	Hla-dqb1	K06752
P01920	Hla-dqb1	K06752
Q5SU54	Hla-dqb1	K06752
Q5Y7D3	Hla-dqb1	K06752
Q5Y7D6	Hla-dqb1	K06752
P01903	Hla-dra	K06752
Q5Y7D1	Hla-drb1	K06752
P01911	Hla-drb1	K06752
P01912	Hla-drb1	K06752
Q29974	Hla-drb1	K06752
D7RIH8	Hla-drb1	K06752
P79483	Hla-drb3	K06752
P13762	Hla-drb4	K06752
Q30154	Hla-drb5	K06752
A8K7N8	PtaFr	K04279
P25105	PtaFr	K04279
P22301	Il10	K05443
Q6FGW4	Il10	K05443
P13645	Krt10	K07604
A8K1U7	Cdh1	K05689
P12830	Cdh1	K05689
P35222	CtnNb1	K02105
P35221	CtnNa1	K05691
P26232	CtnNa2	K05691
Q49AD3	CtnNa2	K05691
A8K141	CtnNa3	K05691
Q9UI47	CtnNa3	K05691
A1A4S6	ArhGap10	K13736
P08581	Met	K05099
A1L467	Met	K05099
Q13480	Gab1	K09593
Q9HA84	Gab1	K09593
Q8WYR1	Pik3r5	K02649
E7EX19	Pik3r1	K02649
P27986	Pik3r1	K02649
B3KT19	Pik3r1	K02649
O00459	Pik3r2	K02649
Q92569	Pik3r3	K02649
Q8N381	Pik3r3	K02649
P42336	Pik3ca	K00922
P42338	Pik3cb	K00922
A7E2E0	Pik3cd	K00922
O00329	Pik3cd	K00922
P48736	Pik3cg	K00922
A4D0Q6	Pik3cg	K00922
P46108	Crk	K04438
P46109	CrkL	K04438
Q14185	DocK1	K13708
P60953	Cdc42	K04393
A4D2P0	Rac1	K04392
P63000	Rac1	K04392
A4D2P1	Rac1	K04392
P42768	Was	K05747
O00401	WasL	K05747
Q92558	WasF1	K05753
Q9Y6W5	WasF2	K05748
B4DZN0	WasF2	K05748
O15143	ArpC1b	K05757
A4D275	ArpC1b	K05757
Q92747	ArpC1a	K05757
Q53R19	ArpC2	K05758
O15144	ArpC2	K05758
O15145	ArpC3	K05756
P59998	ArpC4	K05755
C9JWM7	ArpC4	K05755
F6TTL5	ArpC4	K05755
O15511	ArpC5	K05754
Q9BPX5	ArpC5l	K05754
Q1KLZ0	ActB	K05692
P60709	ActB	K05692
P63261	ActG1	K05692
Q8WYJ6	SepT1	K13737
Q9ULV8	CblC	K04707
P22681	Cbl	K04707
A8K9S7	CblB	K04707
Q13191	CblB	K04707
B3KSS7	CblB	K04707
P98077	Shc2	K06279
Q6S5L8	Shc4	K06279
Q92529	Shc3	K06279
P29353	Shc1	K06279
Q9Y5K6	Cd2Ap	K13738
Q59GN9	Dnm1l	K01528
O00429	Dnm1l	K01528
Q05193	Dnm1	K01528
E9PEQ4	Dnm2	K01528
Q8N1K8	Dnm2	K01528
P50570	Dnm2	K01528
A8K1B6	Dnm2	K01528
Q9UQ16	Dnm3	K01528
P09496	CltA	K04644
B4DIN1	CltA	K04644
F5H6N3	CltA	K04644
P09497	CltB	K04645
Q00610	CltC	K04646
P53675	CltCl1	K04646
Q59E85	Cav1	K06278
Q2TNI1	Cav1	K06278
Q7Z4F3	Cav1	K06278
Q03135	Cav1	K06278
A9XTE5	Cav1	K06278
P51636	Cav2	K12958
Q53X57	Cav2	K12958
A8K777	Cav3	K12959
P56539	Cav3	K12959
Q14247	CttN	K06106
Q53HG7	CttN	K06106
Q96H99	CttN	K06106
Q8N707	CttN	K06106
P14317	HclS1	K06106
P12931	Src	K05704
Q658W2	Ptk2	K05725
B4E2N6	Ptk2	K05725
Q05397	Ptk2	K05725
Q59GM6	Ptk2	K05725
F8WA69	BcaR1	K05726
E9PCL5	BcaR1	K05726
F5H7Z0	BcaR1	K05726
F5GXA2	BcaR1	K05726
B3KWD7	BcaR1	K05726
P56945	BcaR1	K05726
B7Z7X7	BcaR1	K05726
B4DIW5	BcaR1	K05726
Q6QEF7	BcaR1	K05726
B4DEV4	BcaR1	K05726
B3KWE2	BcaR1	K05726
F5GXV6	BcaR1	K05726
B2RBL9	BcaR1	K05726
E9PCV2	BcaR1	K05726
P49023	Pxn	K05760
P02751	Fn1	K05717
Q6N084	Fn1	K05717
Q9UQS6	Fn1	K05717
Q6MZM7	Fn1	K05717
Q6MZF4	Fn1	K05717
E9PG29	Fn1	K05717
P08648	ItgA5	K06484
P05556	ItgB1	K05719
Q13418	Ilk	K06272
Q9UI95	Mad2l2	K13728
Q96DR7	ArhGef26	K13744
Q6ICQ8	RhoG	K07863
P84095	RhoG	K07863
Q92556	ElmO1	K12366
A4D1X5	ElmO1	K12366
P61586	RhoA	K04513
Q9BVT0	RhoA	K04513
P18206	Vcl	K05700
B3KXA2	Vcl	K05700
B4DTQ3	LdlR	K12473
P01130	LdlR	K12473
Q59FQ1	LdlR	K12473
B4DII3	LdlR	K12473
B4DJZ8	LdlR	K12473
B4DR00	LdlR	K12473
Q8WTV0	ScaRb1	K13885
F8W8N0	ScaRb1	K13885
P60033	Cd81	K06508
Q9Y5I7	CldN16	K06087
Q75L80	CldN4	K06087
O14493	CldN4	K06087
O15551	CldN3	K06087
Q75L79	CldN3	K06087
F5H496	CldN7	K06087
O95471	CldN7	K06087
Q96B33	CldN23	K06087
B7Z5I2	CldN19	K06087
Q8N6F1	CldN19	K06087
F5H5P9	CldN19	K06087
O95500	CldN14	K06087
P56746	CldN15	K06087
P56750	CldN17	K06087
P56880	CldN20	K06087
O75508	CldN11	K06087
P56856	CldN18	K06087
Q8N7P3	CldN22	K06087
D3DX19	CldN5	K06087
O00501	CldN5	K06087
P78369	CldN10	K06087
Q96N78	CldN10	K06087
Q6IBF9	CldN10	K06087
P56748	CldN8	K06087
P56747	CldN6	K06087
B2R6B9	CldN2	K06087
P57739	CldN2	K06087
A5JSJ9	CldN1	K06087
O95832	CldN1	K06087
O95484	CldN9	K06087
P00973	Oas1	K14216
P29728	Oas2	K14216
Q6PJ33	Oas2	K14216
Q7Z6D0	Oas2	K14216
Q9Y6K5	Oas3	K14216
Q05823	RnaSel	K01165
Q5W0L2	RnaSel	K01165
O95786	Ddx58	K12646
Q7Z434	MavS	K12648
F5H6C8	MavS	K12648
Q13114	TraF3	K03174
A6NHG8	TraF3	K03174
Q9UHD2	Tbk1	K05410
Q3B754	IkbKe	K07211
Q14164	IkbKe	K07211
E2GIM6	Irf3	K05411
Q5FBY1	Irf3	K05411
E2GIM7	Irf3	K05411
Q14653	Irf3	K05411
E2GIM5	Irf3	K05411
E2GIM8	Irf3	K05411
Q5FBY2	Irf3	K05411
Q7Z5G6	Irf3	K05411
E2GIM9	Irf3	K05411
Q92985	Irf7	K09447
P01574	IfnB1	K05415
Q5VWC9	IfnB1	K05415
E6Y0F1	Tlr3	K05401
O15455	Tlr3	K05401
Q8IUC6	TicAm1	K05842
Q9Y4K3	TraF6	K03175
Q13546	RipK1	K02861
O15111	ChuK	K04467
O14920	IkbKb	K07209
B4E0U4	IkbKb	K07209
Q9Y6K9	IkbKg	K07210
P25963	NfkBia	K04734
P19838	NfkB1	K02580
Q04206	RelA	K04735
Q9BQI3	Eif2ak1	K08860
Q9P2K8	Eif2ak4	K08860
Q05CP4	Eif2ak2	K08860
E9PC80	Eif2ak2	K08860
P19525	Eif2ak2	K08860
Q7Z6F6	Eif2ak2	K08860
Q8IW76	Eif2ak2	K08860
Q9NZJ5	Eif2ak3	K08860
B3KY45	Eif2ak3	K08860
P10914	Irf1	K09444
Q6FHN8	Irf1	K09444
P05198	Eif2s1	K03237
Q53XC0	Eif2s1	K03237
P10145	Il8	K10030
P40763	StaT3	K04692
Q5T7J1	IfiT1	K14217
P09914	IfiT1	K14217
Q5T764	IfiT1b	K14217
P60228	Eif3e	K03250
P01562	IfnA1	K05414
P01563	IfnA2	K05414
Q6DJX8	IfnA2	K05414
P05014	IfnA4	K05414
P01569	IfnA5	K05414
P05013	IfnA6	K05414
P01567	IfnA7	K05414
P32881	IfnA8	K05414
P01566	IfnA10	K05414
P01562	IfnA13	K05414
E9PB07	IfnA13	K05414
P01570	IfnA14	K05414
P05015	IfnA16	K05414
P01571	IfnA17	K05414
P01568	IfnA21	K05414
P17181	IfnAr1	K05130
Q9BUA0	IfnAr2	K05131
P48551	IfnAr2	K05131
P23458	Jak1	K11217
P29597	Tyk2	K11219
P42224	StaT1	K11220
P52630	StaT2	K11221
B4DLC7	StaT2	K11221
Q00978	Irf9	K04693
O14543	SocS3	K04696
Q6FI39	SocS3	K04696
P30153	Ppp2r1a	K03456
A8K7B7	Ppp2r1a	K03456
F8W8G1	Ppp2r1b	K03456
P30154	Ppp2r1b	K03456
B4DWW5	Ppp2r1b	K03456
A8MY67	Ppp2r1b	K03456
B4DGQ6	Ppp2r1b	K03456
B4DK91	Ppp2r1b	K03456
P63151	Ppp2r2a	K04354
B4E1T7	Ppp2r2a	K04354
Q00005	Ppp2r2b	K04354
B7Z3Y1	Ppp2r2c	K04354
Q9Y2T4	Ppp2r2c	K04354
Q66LE6	Ppp2r2d	K04354
Q6PEG1	Ppp2r2d	K04354
P67775	Ppp2ca	K04382
B3KUN1	Ppp2ca	K04382
P62714	Ppp2cb	K04382
Q9Y6X2	PiaS3	K04706
B3KNI3	PiaS3	K04706
Q8N2W9	PiaS4	K04706
O75925	PiaS1	K04706
O75928	PiaS2	K04706
E7EVD2	Egf	K04357
P01133	Egf	K04357
P00533	EgfR	K04361
P62993	Grb2	K04364
B0LPF3	Grb2	K04364
Q07889	Sos1	K03099
Q07890	Sos2	K03099
P01112	HraS	K02833
P01116	KraS	K07827
Q5U091	NraS	K07828
P01111	NraS	K07828
P15056	BraF	K04365
P04049	Raf1	K04366
P10398	AraF	K08845
Q16539	MapK14	K04441
Q15759	MapK11	K04441
O15264	MapK13	K04441
P53778	MapK12	K04441
A1L4K2	MapK8	K04440
P45983	MapK8	K04440
P45984	MapK9	K04440
P53779	MapK10	K04440
Q499G7	MapK1	K04371
P28482	MapK1	K04371
Q1HBJ4	MapK1	K04371
P27361	MapK3	K04371
Q9BWJ1	MapK3	K04371
Q8WYR1	Pik3r5	K02649
E7EX19	Pik3r1	K02649
P27986	Pik3r1	K02649
B3KT19	Pik3r1	K02649
O00459	Pik3r2	K02649
Q92569	Pik3r3	K02649
Q8N381	Pik3r3	K02649
P42336	Pik3ca	K00922
P42338	Pik3cb	K00922
A7E2E0	Pik3cd	K00922
O00329	Pik3cd	K00922
P48736	Pik3cg	K00922
A4D0Q6	Pik3cg	K00922
Q15118	Pdk1	K12077
Q9Y243	Akt3	K04456
P31749	Akt1	K04456
B0LPE5	Akt1	K04456
B3KVH4	Akt1	K04456
B4DG79	Akt2	K04456
P31751	Akt2	K04456
P49841	Gsk3b	K03083
Q6FI27	Gsk3b	K03083
Q6FH21	Bad	K02158
Q92934	Bad	K02158
P04637	Tp53	K04451
Q53GA5	Tp53	K04451
P38936	CdkN1a	K06625
Q6FI05	CdkN1a	K06625
P01375	Tnf	K03156
C1K3N5	Tnf	K03156
Q5STB3	Tnf	K03156
P19438	TnfRsf1a	K03158
Q12933	TraF2	K03173
Q15628	TraDd	K03171
P61289	PsmE3	K06698
Q6P3U7	RxrA	K08524
F1D8Q5	RxrA	K08524
P19793	RxrA	K08524
Q07869	PpaRa	K07294
F1D8S4	PpaRa	K07294
F1D8N1	Nr1H3	K08536
Q13133	Nr1H3	K08536
Q8IW13	Nr1H3	K08536
P01584	Il1B	K04519
P14778	Il1R1	K04386
P27930	Il1R2	K04387
P19838	NfkB1	K02580
Q04206	RelA	K04735
P04792	HspB1	K04455
Q02817	Muc2	K10955
P02452	Col1a1	K06236
P08123	Col1a2	K06236
P02458	Col2a1	K06236
P02461	Col3a1	K06236
P20908	Col5a1	K06236
Q59EE7	Col5a1	K06236
P05997	Col5a2	K06236
E9PCU0	Col11a1	K06236
Q59HB5	Col11a1	K06236
P12107	Col11a1	K06236
Q149N0	Col11a1	K06236
P13942	Col11a2	K06236
Q7Z6C3	Col11a2	K06236
P25940	Col5a3	K06236
P02462	Col4a1	K06237
P08572	Col4a2	K06237
P53420	Col4a4	K06237
Q14031	Col4a6	K06237
Q9BS57	Col4a6	K06237
P02751	Fn1	K05717
Q6N084	Fn1	K05717
Q9UQS6	Fn1	K05717
Q6MZM7	Fn1	K05717
Q6MZF4	Fn1	K05717
E9PG29	Fn1	K05717
P25391	LamA1	K05637
P24043	LamA2	K05637
Q59H37	LamA2	K05637
B0YJ33	LamA3	K06240
Q6VU69	LamA3	K06240
Q16787	LamA3	K06240
Q6VU67	LamA3	K06240
O15230	LamA5	K06240
Q16363	LamA4	K06241
Q5D044	LamA4	K06241
P07942	LamB1	K05636
Q8TAS6	LamB1	K05636
P55268	LamB2	K06243
Q13751	LamB3	K06244
A4D0S4	LamB4	K06245
Q6NVY8	LamC1	K05635
P11047	LamC1	K05635
Q13753	LamC2	K06246
Q9Y6N6	LamC3	K06247
Q8N2D6	LamC3	K06247
P42574	CasP3	K02187
P50148	GnaQ	K04634
P29992	Gna11	K04635
O95837	Gna14	K04636
B1ALW3	Gna14	K04636
P30679	Gna15	K04637
E9KL47	Gna15	K04637
Q9NQ66	PlcB1	K05858
Q00722	PlcB2	K05858
Q59F77	PlcB2	K05858
Q01970	PlcB3	K05858
Q8N1A4	PlcB3	K05858
Q15147	PlcB4	K05858
E2QRH8	PlcB4	K05858
P17252	PrkCa	K02677
B5BU22	PrkCa	K02677
Q7Z727	PrkCa	K02677
P05771	PrkCb	K02677
P05129	PrkCg	K02677
P84996	GnaS	K04632
Q5JWF2	GnaS	K04632
O95467	GnaS	K04632
P63092	GnaS	K04632
A6NI00	GnaS	K04632
A8K1Y9	GnaL	K04633
P38405	GnaL	K04633
Q8N2B4	GnaL	K04633
Q86XU3	GnaL	K04633
Q08828	AdcY1	K08041
Q59FG4	AdcY1	K08041
Q8NFM5	AdcY1	K08041
P17612	PrkAca	K04345
P22694	PrkAcb	K04345
B2RB89	PrkAcb	K04345
B4DKB0	PrkAcb	K04345
B1APG4	PrkAcb	K04345
B7ZA00	PrkAcb	K04345
P22612	PrkAcg	K04345
P51817	PrkX	K04345
P20339	Rab5a	K07887
Q6FI44	Rab5a	K07887
P61020	Rab5b	K07888
P51148	Rab5c	K07889
P51149	Rab7a	K07897
Q96AH8	Rab7b	K07898
O60603	Tlr2	K10159
B3KWR9	Tlr2	K10159
D1CS45	Tlr2	K10159
D1CS53	Tlr4	K10160
O00206	Tlr4	K10160
P08571	Cd14	K04391
P05231	Il6	K05405
Q75MH2	Il6	K05405
B4DVM1	Il6	K05405
P04141	Csf2	K05427
P10145	Il8	K10030
P01375	Tnf	K03156
C1K3N5	Tnf	K03156
Q5STB3	Tnf	K03156
O60595	Il12a	K05406
P29459	Il12a	K05406
P29460	Il12b	K05425
P01579	IfnG	K04687
Q658W2	Ptk2	K05725
B4E2N6	Ptk2	K05725
Q05397	Ptk2	K05725
Q59GM6	Ptk2	K05725
P18206	Vcl	K05700
B3KXA2	Vcl	K05700
O43707	ActN4	K05699
P12814	ActN1	K05699
Q1HE25	ActN1	K05699
P35609	ActN2	K05699
Q08043	ActN3	K05699
P05089	Arg1	K01476
P78540	Arg2	K01476
P35228	Nos2	K13241
P05107	ItgB2	K06464
P11215	ItgAm	K06461
Q8WYR1	Pik3r5	K02649
E7EX19	Pik3r1	K02649
P27986	Pik3r1	K02649
B3KT19	Pik3r1	K02649
O00459	Pik3r2	K02649
Q92569	Pik3r3	K02649
Q8N381	Pik3r3	K02649
P42336	Pik3ca	K00922
P42338	Pik3cb	K00922
A7E2E0	Pik3cd	K00922
O00329	Pik3cd	K00922
P48736	Pik3cg	K00922
A4D0Q6	Pik3cg	K00922
P30740	SerPinb1	K13963
P05120	SerPinb2	K13963
P35237	SerPinb6	K13963
P50453	SerPinb9	K13963
P48595	SerPinb10	K13963
Q9UIV8	SerPinb13	K13963
P29508	SerPinb3	K13963
P48594	SerPinb4	K13963
P08311	CtsG	K01319
P22301	Il10	K05443
Q6FGW4	Il10	K05443
P01137	TgfB1	K13375
P61812	TgfB2	K13376
B3KVH9	TgfB3	K13377
P10600	TgfB3	K13377
A5YM40	TgfB3	K13377
P07357	C8a	K03997
P07358	C8b	K03998
Q05CV3	C8b	K03998
P07360	C8g	K03999
P02748	C9	K04000
P09341	CxcL1	K05505
P15813	Cd1D	K06448
P18827	Sdc1	K06257
P34741	Sdc2	K06257
Q6PIS6	Sdc2	K06257
P31431	Sdc4	K06257
Q6FGN3	Sdc4	K06257
O75056	Sdc3	K06257
Q07954	Lrp1	K04550
Q59FG2	Lrp1	K04550
P60033	Cd81	K06508
P14210	Hgf	K05460
P08581	Met	K05099
A1L467	Met	K05099
Q16570	DarC	K06574
Q5Y7A1	DarC	K06574
Q4VBN9	DarC	K06574
Q5Y7A2	DarC	K06574
P02724	GypA	K06575
P06028	GypB	K06575
P04921	GypC	K06576
D1MGQ2	Hba1	K13822
P69905	Hba1	K13822
D1MGQ2	Hba2	K13822
P69905	Hba2	K13822
P68871	Hbb	K13823
D9YZU5	Hbb	K13823
A0N071	Hbd	K13823
P02042	Hbd	K13823
Q9NR96	Tlr9	K10161
C3W5P5	Tlr9	K10161
D1CS56	Tlr9	K10161
Q99836	Myd88	K04729
B4DQ72	Myd88	K04729
B4DQ60	Myd88	K04729
O60603	Tlr2	K10159
B3KWR9	Tlr2	K10159
D1CS45	Tlr2	K10159
D1CS53	Tlr4	K10160
O00206	Tlr4	K10160
P22301	Il10	K05443
Q6FGW4	Il10	K05443
P01137	TgfB1	K13375
P61812	TgfB2	K13376
B3KVH9	TgfB3	K13377
P10600	TgfB3	K13377
A5YM40	TgfB3	K13377
P10145	Il8	K10030
P05231	Il6	K05405
Q75MH2	Il6	K05405
B4DVM1	Il6	K05405
Q8N4W3	Csf3	K05423
P09919	Csf3	K05423
A8MXR7	Csf3	K05423
Q6FH65	Csf3	K05423
P01584	Il1B	K04519
P01375	Tnf	K03156
C1K3N5	Tnf	K03156
Q5STB3	Tnf	K03156
O60595	Il12a	K05406
P29459	Il12a	K05406
Q6WWJ7	Il18	K05482
Q14116	Il18	K05482
Q12918	KlrB1	K06543
P26718	KlrK1	K06728
P01579	IfnG	K04687
A4D1B1	Cd36	K06259
P16671	Cd36	K06259
P17927	Cr1	K04011
E9PDY4	Cr1	K04011
P16284	PecAm1	K06471
B4DKS4	VcaM1	K06527
P19320	VcaM1	K06527
E9PDD1	VcaM1	K06527
P49747	ComP	K04659
P07996	ThbS1	K04659
Q6MZL6	ThbS2	K04659
P35442	ThbS2	K04659
P49746	ThbS3	K04659
B3KQE1	ThbS3	K04659
P35443	ThbS4	K04659
P16581	SelE	K06494
P20701	ItgAl	K05718
Q96HB1	ItgAl	K05718
B2RAL6	ItgAl	K05718
P05107	ItgB2	K06464
P05362	IcaM1	K06490
P29965	Cd40lg	K03161
P25942	Cd40	K03160
Q6NUL9	SelP	K06496
P16109	SelP	K06496
Q5R349	SelP	K06496
P13500	Ccl2	K05509
P01579	IfnG	K04687
P15260	IfnGr1	K05132
P38484	IfnGr2	K05133
A8K881	IfnGr2	K05133
P23458	Jak1	K11217
O60674	Jak2	K04447
P42224	StaT1	K11220
P33076	CiiTa	K08060
Q66X48	CiiTa	K08060
Q6ICR9	Hla-dma	K06752
Q31604	Hla-dma	K06752
P28068	Hla-dmb	K06752
P06340	Hla-doa	K06752
Q5QNS2	Hla-dob	K06752
P13765	Hla-dob	K06752
P20036	Hla-dpa1	K06752
Q5STP1	Hla-dpa1	K06752
P04440	Hla-dpb1	K06752
P01909	Hla-dqa1	K06752
Q8MH44	Hla-dqa1	K06752
P01906	Hla-dqa2	K06752
Q5Y7A9	Hla-dqb1	K06752
P01920	Hla-dqb1	K06752
Q5SU54	Hla-dqb1	K06752
Q5Y7D3	Hla-dqb1	K06752
Q5Y7D6	Hla-dqb1	K06752
P01903	Hla-dra	K06752
Q5Y7D1	Hla-drb1	K06752
P01911	Hla-drb1	K06752
P01912	Hla-drb1	K06752
Q29974	Hla-drb1	K06752
D7RIH8	Hla-drb1	K06752
P79483	Hla-drb3	K06752
P13762	Hla-drb4	K06752
Q30154	Hla-drb5	K06752
A1A4Y4	IrgM	K14139
P35228	Nos2	K13241
O15524	SocS1	K04694
Q4JHT5	SocS1	K04694
Q99836	Myd88	K04729
B4DQ72	Myd88	K04729
B4DQ60	Myd88	K04729
P51617	IraK1	K04730
Q69FE3	IraK4	K04733
Q9NWZ3	IraK4	K04733
B4E359	IraK4	K04733
B2RAP9	IraK4	K04733
Q9Y4K3	TraF6	K03175
O43318	Map3k7	K04427
A8K6K3	Tab1	K04403
Q15750	Tab1	K04403
Q9NYJ8	Tab2	K04404
B4DIR9	Tab2	K04404
Q499G7	MapK1	K04371
P28482	MapK1	K04371
Q1HBJ4	MapK1	K04371
P27361	MapK3	K04371
Q9BWJ1	MapK3	K04371
A1L4K2	MapK8	K04440
P45983	MapK8	K04440
P45984	MapK9	K04440
P53779	MapK10	K04440
P46734	Map2k3	K04432
Q6FI23	Map2k3	K04432
P52564	Map2k6	K04433
A8K3Y2	Map2k6	K04433
Q16539	MapK14	K04441
Q15759	MapK11	K04441
O15264	MapK13	K04441
P53778	MapK12	K04441
O15111	ChuK	K04467
O14920	IkbKb	K07209
B4E0U4	IkbKb	K07209
Q9Y6K9	IkbKg	K07210
P25963	NfkBia	K04734
Q15653	NfkBib	K02581
P19838	NfkB1	K02580
Q04206	RelA	K04735
O60595	Il12a	K05406
P29459	Il12a	K05406
P29460	Il12b	K05425
P01375	Tnf	K03156
C1K3N5	Tnf	K03156
Q5STB3	Tnf	K03156
P10415	Bcl2	K02161
C9JHD5	Bcl2	K02161
Q5TE63	Bcl2l1	K04570
Q07817	Bcl2l1	K04570
Q13490	BirC2	K04725
Q13489	BirC3	K04725
P98170	XiaP	K04725
B2R9R2	XiaP	K04725
Q9Y6Y9	Ly96	K05400
E5RJJ7	Ly96	K05400
D1CS53	Tlr4	K10160
O00206	Tlr4	K10160
B3KTT5	HspA1a	K03283
P08107	HspA1a	K03283
A8K5I0	HspA1a	K03283
P08107	HspA1b	K03283
A8K5I0	HspA1b	K03283
P34931	HspA1l	K03283
P54652	HspA2	K03283
P17066	HspA6	K03283
P11142	HspA8	K03283
Q53HF2	HspA8	K03283
O60603	Tlr2	K10159
B3KWR9	Tlr2	K10159
D1CS45	Tlr2	K10159
P25391	LamA1	K05637
P24043	LamA2	K05637
Q59H37	LamA2	K05637
B0YJ33	LamA3	K06240
Q6VU69	LamA3	K06240
Q16787	LamA3	K06240
Q6VU67	LamA3	K06240
O15230	LamA5	K06240
Q16363	LamA4	K06241
Q5D044	LamA4	K06241
P07942	LamB1	K05636
Q8TAS6	LamB1	K05636
P55268	LamB2	K06243
Q13751	LamB3	K06244
A4D0S4	LamB4	K06245
Q6NVY8	LamC1	K05635
P11047	LamC1	K05635
Q13753	LamC2	K06246
Q9Y6N6	LamC3	K06247
Q8N2D6	LamC3	K06247
P23229	ItgA6	K06485
P05556	ItgB1	K05719
P0C869	Pla2g4b	K01047
B7WPN2	Pla2g4e	K01047
Q3MJ16	Pla2g4e	K01047
Q9UNK4	Pla2g2d	K01047
Q9NZK7	Pla2g2e	K01047
Q9NZ20	Pla2g3	K01047
P04054	Pla2g1b	K01047
P14555	Pla2g2a	K01047
P47712	Pla2g4a	K01047
P39877	Pla2g5	K01047
Q9BZM2	Pla2g2f	K01047
Q9BZM1	Pla2g12a	K01047
Q542Y6	Pla2g12a	K01047
O60733	Pla2g6	K01047
A8K460	Pla2g6	K01047
O15496	Pla2g10	K01047
Q9BX93	Pla2g12b	K01047
B4DTQ3	LdlR	K12473
P01130	LdlR	K12473
Q59FQ1	LdlR	K12473
B4DII3	LdlR	K12473
B4DJZ8	LdlR	K12473
B4DR00	LdlR	K12473
P19438	TnfRsf1a	K03158
Q14790	CasP8	K04398
P42574	CasP3	K02187
P99999	CycS	K08738
Q59GG2	CasP9	K04399
B4E1A3	CasP9	K04399
P55211	CasP9	K04399
P63096	GnaI1	K04630
B3KP24	GnaI2	K04630
P04899	GnaI2	K04630
B3KX51	GnaI2	K04630
B4DYA0	GnaI2	K04630
P08754	GnaI3	K04630
Q5TZX1	GnaI3	K04630
B3KP89	GnaO1	K04534
Q6AWC5	GnaO1	K04534
P09471	GnaO1	K04534
Q8N6I9	GnaO1	K04534
P42336	Pik3ca	K00922
P42338	Pik3cb	K00922
A7E2E0	Pik3cd	K00922
O00329	Pik3cd	K00922
P48736	Pik3cg	K00922
A4D0Q6	Pik3cg	K00922
Q8WYR1	Pik3r5	K02649
E7EX19	Pik3r1	K02649
P27986	Pik3r1	K02649
B3KT19	Pik3r1	K02649
O00459	Pik3r2	K02649
Q92569	Pik3r3	K02649
Q8N381	Pik3r3	K02649
Q15118	Pdk1	K12077
Q9Y243	Akt3	K04456
P31749	Akt1	K04456
B0LPE5	Akt1	K04456
B3KVH4	Akt1	K04456
B4DG79	Akt2	K04456
P31751	Akt2	K04456
Q6FH21	Bad	K02158
Q92934	Bad	K02158
P29965	Cd40lg	K03161
P25942	Cd40	K03160
P30405	PpiF	K09565
Q38L21	Ccr5	K04180
P51681	Ccr5	K04180
P09917	AloX5	K00461
P22301	Il10	K05443
Q6FGW4	Il10	K05443
Q13651	Il10ra	K05134
Q08334	Il10rb	K05135
P29597	Tyk2	K11219
P40763	StaT3	K04692
P01137	TgfB1	K13375
P61812	TgfB2	K13376
B3KVH9	TgfB3	K13377
P10600	TgfB3	K13377
A5YM40	TgfB3	K13377
O60603	Tlr2	K10159
B3KWR9	Tlr2	K10159
D1CS45	Tlr2	K10159
D1CS53	Tlr4	K10160
O00206	Tlr4	K10160
